predecessor_work_id,successor_work_id,dependency_type,severity,min_lag_days,overlap_days,reason,shared
SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,"resources:environmental,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,"resources:civil,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2024-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (183 days).,"resources:electrical,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2025-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2025-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:mechanical,ndt"
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:mechanical,ndt"
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:environmental,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_fgd/gypsum_handling_upke_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:civil,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2026-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:electrical,mechanical"
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2027-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2027-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:mechanical,ndt"
SW_SUST_plant_doe-lpo-nan_6ec756_boiler_tube_inspection_&_2027-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2027-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,resources:mechanical
SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2027-04-01,SW_SUST_plant_doe-lpo-nan_6ec756_scr_catalyst_changeout_2027-04-01,SS,High,0,182,Overlapping windows at plant plant_doe-lpo-nan_6ec756 (182 days).,"resources:environmental,mechanical"
SUST_plant9_704_W1,SUST_plant9_705_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W1,SUST_plant9_706_W1,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_704_W1,SUST_plant9_boiler_Pulverizer_overhaul_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W1,SUST_plant9_boiler_tube_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W1,SUST_plant9_SCR_catalyst_changeout_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W1,SUST_plant9_706_W1,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_705_W1,SUST_plant9_boiler_Pulverizer_overhaul_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W1,SUST_plant9_boiler_tube_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W1,SUST_plant9_SCR_catalyst_changeout_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,"resources:environmental,mechanical"
SUST_plant9_706_W1,SUST_plant9_boiler_Pulverizer_overhaul_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:materials
SUST_plant9_706_W1,SUST_plant9_boiler_tube_W1,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_706_W1,SUST_plant9_SCR_catalyst_changeout_W1,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_boiler_Pulverizer_overhaul_W1,SUST_plant9_boiler_tube_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_Pulverizer_overhaul_W1,SUST_plant9_SCR_catalyst_changeout_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_tube_W1,SUST_plant9_SCR_catalyst_changeout_W1,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W2,SUST_plant9_705_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W2,SUST_plant9_706_W2,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_704_W2,SUST_plant9_boiler_Pulverizer_overhaul_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W2,SUST_plant9_boiler_tube_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W2,SUST_plant9_SCR_catalyst_changeout_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W2,SUST_plant9_706_W2,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_705_W2,SUST_plant9_boiler_Pulverizer_overhaul_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W2,SUST_plant9_boiler_tube_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W2,SUST_plant9_SCR_catalyst_changeout_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,"resources:environmental,mechanical"
SUST_plant9_706_W2,SUST_plant9_boiler_Pulverizer_overhaul_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:materials
SUST_plant9_706_W2,SUST_plant9_boiler_tube_W2,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_706_W2,SUST_plant9_SCR_catalyst_changeout_W2,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_boiler_Pulverizer_overhaul_W2,SUST_plant9_boiler_tube_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_Pulverizer_overhaul_W2,SUST_plant9_SCR_catalyst_changeout_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_tube_W2,SUST_plant9_SCR_catalyst_changeout_W2,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W3,SUST_plant9_705_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W3,SUST_plant9_706_W3,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_704_W3,SUST_plant9_boiler_Pulverizer_overhaul_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W3,SUST_plant9_boiler_tube_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_704_W3,SUST_plant9_SCR_catalyst_changeout_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W3,SUST_plant9_706_W3,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_705_W3,SUST_plant9_boiler_Pulverizer_overhaul_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W3,SUST_plant9_boiler_tube_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_705_W3,SUST_plant9_SCR_catalyst_changeout_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,"resources:environmental,mechanical"
SUST_plant9_706_W3,SUST_plant9_boiler_Pulverizer_overhaul_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:materials
SUST_plant9_706_W3,SUST_plant9_boiler_tube_W3,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_706_W3,SUST_plant9_SCR_catalyst_changeout_W3,SS,Medium,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,
SUST_plant9_boiler_Pulverizer_overhaul_W3,SUST_plant9_boiler_tube_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_Pulverizer_overhaul_W3,SUST_plant9_SCR_catalyst_changeout_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SUST_plant9_boiler_tube_W3,SUST_plant9_SCR_catalyst_changeout_W3,SS,High,0,61,Overlapping windows at plant plant_eia-10009-0_97aed2 (61 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,"resources:civil,mechanical"
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2024-04-01,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2024-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,"resources:electrical,mechanical"
SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2024-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2024-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,"resources:civil,mechanical"
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2026-04-01,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2026-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,"resources:electrical,mechanical"
SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2026-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2026-04-01,SS,High,0,182,Overlapping windows at plant plant_eia-10011-0_9f15f6 (182 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2027-11-03,SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2027-11-03,SS,High,0,185,Overlapping windows at plant plant_eia-10011-0_9f15f6 (185 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2027-11-03,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2028-04-01,SS,High,0,34,Overlapping windows at plant plant_eia-10011-0_9f15f6 (34 days).,"resources:civil,mechanical"
SW_SUST_plant_gpc-morgan-falls_850259_spillway_&_gate_maintena_2027-11-03,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2028-04-01,SS,High,0,34,Overlapping windows at plant plant_eia-10011-0_9f15f6 (34 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2027-11-03,SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2028-04-01,SS,High,0,34,Overlapping windows at plant plant_eia-10011-0_9f15f6 (34 days).,resources:mechanical
SW_SUST_plant_gpc-morgan-falls_850259_turbine/generator_runner_2027-11-03,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2028-04-01,SS,High,0,34,Overlapping windows at plant plant_eia-10011-0_9f15f6 (34 days).,"resources:electrical,mechanical"
SW_SUST_plant_southern-power-hatch_586d93_spillway_&_gate_maintena_2028-04-01,SW_SUST_plant_southern-power-hatch_586d93_turbine/generator_runner_2028-04-01,SS,High,0,183,Overlapping windows at plant plant_eia-10011-0_9f15f6 (183 days).,resources:mechanical
SW_SUST_plant_eia-10015-0_0e2230_blade_inspection_&_repai_2026-12-30,SW_SUST_plant_eia-10015-0_0e2230_gearbox_oil_change_2026-12-30,SS,Medium,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,
SW_SUST_plant_eia-10015-0_0e2230_blade_inspection_&_repai_2026-12-30,SW_SUST_plant_eia-10015-0_0e2230_main_bearing_inspection_2026-12-30,SS,Medium,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,
SW_SUST_plant_eia-10015-0_0e2230_gearbox_oil_change_2026-12-30,SW_SUST_plant_eia-10015-0_0e2230_main_bearing_inspection_2026-12-30,SS,High,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,resources:mechanical
SW_SUST_plant_eia-10015-0_0e2230_blade_inspection_&_repai_2028-12-30,SW_SUST_plant_eia-10015-0_0e2230_gearbox_oil_change_2028-12-30,SS,Medium,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,
SW_SUST_plant_eia-10015-0_0e2230_blade_inspection_&_repai_2028-12-30,SW_SUST_plant_eia-10015-0_0e2230_main_bearing_inspection_2028-12-30,SS,Medium,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,
SW_SUST_plant_eia-10015-0_0e2230_gearbox_oil_change_2028-12-30,SW_SUST_plant_eia-10015-0_0e2230_main_bearing_inspection_2028-12-30,SS,High,0,182,Overlapping windows at plant plant_eia-10015-0_0e2230 (182 days).,resources:mechanical
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2025-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2025-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2025-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2025-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2025-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2025-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2026-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2026-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2026-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2027-04-01,SS,Medium,0,1,Overlapping windows at plant plant_eia-10018-0_66d132 (1 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2026-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2027-04-01,SS,Medium,0,1,Overlapping windows at plant plant_eia-10018-0_66d132 (1 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2027-04-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2027-10-01,SS,Medium,0,1,Overlapping windows at plant plant_eia-10018-0_66d132 (1 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2027-04-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2027-10-01,SS,Medium,0,1,Overlapping windows at plant plant_eia-10018-0_66d132 (1 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2027-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2027-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2028-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2028-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_inverter_preventative_ma_2028-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2028-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
SW_SUST_plant_gpc-southern-power-nan_1ed779_pv_array_cleaning_&_repa_2028-10-01,SW_SUST_plant_gpc-southern-power-nan_1ed779_tracker_inspection_&_rea_2028-10-01,SS,Medium,0,185,Overlapping windows at plant plant_eia-10018-0_66d132 (185 days).,
